,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category,Venue Type
5272,Manresa,14.6412086,121.0002155,Love Desserts,14.639159108667993,121.00082908030548,Dessert Shop,Cafe/Tea/Dessert
5273,Manresa,14.6412086,121.0002155,Ace Water Spa,14.638570602571221,121.00180651661225,Spa,"Cosmetics, Clothes, Beauty and Health Services"
5274,Manresa,14.6412086,121.0002155,Lai-An Bubble Tea Hub,14.638492709539655,121.00170222511677,Bubble Tea Shop,Cafe/Tea/Dessert
5275,Manresa,14.6412086,121.0002155,Causeway Seafood Restaurant,14.637783320689184,121.00103808558944,Chinese Restaurant,Restaurant
5276,Manresa,14.6412086,121.0002155,Tokyo Bubble Tea,14.643083448077755,121.00045176319298,Bubble Tea Shop,Cafe/Tea/Dessert
5277,Manresa,14.6412086,121.0002155,Causeway 2 Seafood Restaurant,14.637623315498324,121.0010439119093,Chinese Restaurant,Restaurant
5278,Manresa,14.6412086,121.0002155,Spa 101,14.637423831262874,121.00111589345111,Spa,"Cosmetics, Clothes, Beauty and Health Services"
5279,Manresa,14.6412086,121.0002155,Sterling Fitness Gym,14.638451284257796,121.0008283168889,Athletics & Sports,Sports & Fitness
5280,Manresa,14.6412086,121.0002155,David's Tea House,14.63770388,121.00087864,Chinese Restaurant,Restaurant
5281,Manresa,14.6412086,121.0002155,Pancake House,14.637491756912153,121.00109176804837,Diner,Restaurant
5282,Manresa,14.6412086,121.0002155,Sugar Cravings Unlimited Desserts,14.644701422622322,121.00143537591265,Dessert Shop,Cafe/Tea/Dessert
5283,Manresa,14.6412086,121.0002155,Caffe Dolce,14.637429386960376,121.00107342155373,Café,Cafe/Tea/Dessert
5284,Manresa,14.6412086,121.0002155,Sarreal Boxing Gym,14.637250790737145,121.00111973235049,Gym,Sports & Fitness
5285,Manresa,14.6412086,121.0002155,Glam Nails and Skin Spa,14.637965647748878,120.99815654171331,Spa,"Cosmetics, Clothes, Beauty and Health Services"
5286,Manresa,14.6412086,121.0002155,Everything at Steak,14.639739284860346,121.0007441137208,Steakhouse,Restaurant
5287,Manresa,14.6412086,121.0002155,Chef Robert,14.6374327668789,121.00109217825269,Restaurant,Restaurant
5288,Manresa,14.6412086,121.0002155,T-Cup-Zone,14.637400375400205,121.00109780793144,Tea Room,Cafe/Tea/Dessert
5289,Manresa,14.6412086,121.0002155,Lord Stow's Bakery,14.637502028791996,121.00110365347167,Bakery,Convenience Stores and Food Essentials
5290,Manresa,14.6412086,121.0002155,Savory Chicken,14.638348784328238,121.00111320144634,Chinese Restaurant,Restaurant
5291,Manresa,14.6412086,121.0002155,The Aristocrat Restaurant,14.643231875321682,121.00027074735138,Filipino Restaurant,Restaurant
5292,Manresa,14.6412086,121.0002155,Lido Cocina Tsina,14.638456095097286,121.00080670644468,Chinese Restaurant,Restaurant
5293,Manresa,14.6412086,121.0002155,Figaro,14.637493,121.00096,Coffee Shop,Cafe/Tea/Dessert
5294,Manresa,14.6412086,121.0002155,Bodhi Vegetarian Health Food House,14.638031657300253,121.0009905397949,Vegetarian / Vegan Restaurant,Restaurant
5295,Manresa,14.6412086,121.0002155,Caffé da illy,14.638389790062153,121.00077826738152,Coffee Shop,Cafe/Tea/Dessert
5296,Manresa,14.6412086,121.0002155,Zhū Kitchen,14.6384734678726,121.00084287532984,Chinese Restaurant,Restaurant
5297,Manresa,14.6412086,121.0002155,Zen Life Spa,14.638368371945043,121.00113705236313,Spa,"Cosmetics, Clothes, Beauty and Health Services"
5298,Manresa,14.6412086,121.0002155,Mr. Poon,14.63703176574008,121.00114565924444,Chinese Restaurant,Restaurant
5299,Manresa,14.6412086,121.0002155,EAL Evolve Mind & Body Wellness Center,14.640143241213524,121.00074146971954,Health & Beauty Service,"Cosmetics, Clothes, Beauty and Health Services"
5300,Manresa,14.6412086,121.0002155,Mauban St. Corner Banawe,14.641337522746015,121.0000376843841,Travel & Transport,Vehicle/Transport Related
5301,Manresa,14.6412086,121.0002155,Shin Tian,14.643163247255735,121.00028725859251,Chinese Restaurant,Restaurant
5302,Manresa,14.6412086,121.0002155,Nails And Beyond Spa,14.639205549315786,121.0008311466696,Spa,"Cosmetics, Clothes, Beauty and Health Services"
5303,Manresa,14.6412086,121.0002155,Hawk Bag Service Center,14.644126097131071,121.00051743798065,Tailor Shop,"Cosmetics, Clothes, Beauty and Health Services"
5304,Manresa,14.6412086,121.0002155,Glam Nails Del Monte,14.638129852509325,120.99811792373656,Spa,"Cosmetics, Clothes, Beauty and Health Services"
5305,Manresa,14.6412086,121.0002155,Pace Academy Gym,14.644270875188072,120.99767345122848,Basketball Court,Sports & Fitness
5306,Manresa,14.6412086,121.0002155,Damar Loop Park,14.645279,121.001053,Park,Tourist Destination
5307,Manresa,14.6412086,121.0002155,Del Monte Flower Market,14.637963762990735,120.99710941314696,Flower Shop,"Gadgets, Hardware, Toys, etc."
5308,Masambong,14.6420962,121.01096070000001,Jumpsmash Badminton Center,14.642506055200155,121.01428490431809,Badminton Court,Sports & Fitness
5309,Masambong,14.6420962,121.01096070000001,Ministop (Masambong),14.640117227563145,121.00965759620978,Convenience Store,Convenience Stores and Food Essentials
5310,Masambong,14.6420962,121.01096070000001,Excel Fitness and Gym,14.639576707651159,121.00933837437996,Gym,Sports & Fitness
5311,Masambong,14.6420962,121.01096070000001,Webster Bookstore (new place),14.639505999999999,121.00944799999999,Bookstore,"Gadgets, Hardware, Toys, etc."
5312,Masambong,14.6420962,121.01096070000001,Malasimbo,14.641668719371047,121.00763584372494,Dog Run,Tourist Destination
5313,Masambong,14.6420962,121.01096070000001,P. B. Dionisio Firing Range,14.646007081480231,121.01281957431738,Athletics & Sports,Sports & Fitness
5314,Pag-ibig sa Nayon,14.6473475,120.9968745,Shakey's Pizza Parlor,14.643935716201394,120.99408901154536,Pizza Place,Fast Food
5315,Pag-ibig sa Nayon,14.6473475,120.9968745,Puregold Jr.,14.650699246954545,120.99633917009031,Grocery Store,Convenience Stores and Food Essentials
5316,Pag-ibig sa Nayon,14.6473475,120.9968745,Puregold,14.649139700781028,120.99603653545336,Grocery Store,Convenience Stores and Food Essentials
5317,Pag-ibig sa Nayon,14.6473475,120.9968745,Puregold Extra,14.650976687655229,120.99720171977505,Grocery Store,Convenience Stores and Food Essentials
5318,Pag-ibig sa Nayon,14.6473475,120.9968745,Lrt-1 jollibee monumento,14.650784969001744,120.99461965336369,Fast Food Restaurant,Fast Food
5319,San Jose,14.5806255,121.0295065,Kanto Freestyle Breakfast,14.581022721665258,121.0312211993212,Breakfast Spot,Restaurant
5320,San Jose,14.5806255,121.0295065,Goto Believe,14.581526025689511,121.03087894895954,Comfort Food Restaurant,Restaurant
5321,San Jose,14.5806255,121.0295065,Vittoria Spa,14.578873607168505,121.03204582376884,Spa,"Cosmetics, Clothes, Beauty and Health Services"
5322,San Jose,14.5806255,121.0295065,Aling Tonang's Pancit Palabok,14.58185245167735,121.02780145113584,Filipino Restaurant,Restaurant
5323,San Jose,14.5806255,121.0295065,PVL Food Center,14.584332215224714,121.02840419037227,Food Court,Restaurant
5324,San Jose,14.5806255,121.0295065,Tapa King,14.579988988416595,121.03294840425569,Filipino Restaurant,Restaurant
5325,San Jose,14.5806255,121.0295065,Vets In Practice Animal Hospital,14.578011705558309,121.0329092247171,Hospital,City Essentials
5326,San Jose,14.5806255,121.0295065,Lime 88,14.581101420672741,121.03070398828928,Beer Garden,Night Life
5327,San Jose,14.5806255,121.0295065,Wellcome,14.581018797853035,121.02930665016174,Supermarket,Convenience Stores and Food Essentials
5328,San Jose,14.5806255,121.0295065,Chef Arnold's Pizza,14.580801999999998,121.03294,Pizza Place,Fast Food
5329,San Jose,14.5806255,121.0295065,FABiana's Grill,14.581846537912565,121.02780787744837,BBQ Joint,Restaurant
5330,San Jose,14.5806255,121.0295065,Tapsibugan,14.582322995839426,121.02792098897604,Asian Restaurant,Restaurant
5331,San Jose,14.5806255,121.0295065,The Homecourt,14.579962634705293,121.03108585904526,Basketball Court,Sports & Fitness
5332,San Jose,14.5806255,121.0295065,Black Maria Pictures,14.58066956335705,121.03358405252311,Film Studio,Art/Culture/Museum
5333,San Jose,14.5806255,121.0295065,Aling Banang,14.577509218414955,121.03270769119264,Filipino Restaurant,Restaurant
5334,Bagbag,14.6984905,121.03277658304634,7-Eleven,14.696529356980749,121.03237432731387,Convenience Store,Convenience Stores and Food Essentials
5335,Bagbag,14.6984905,121.03277658304634,7-Eleven,14.70140554370702,121.03483986092421,Convenience Store,Convenience Stores and Food Essentials
5336,Bagbag,14.6984905,121.03277658304634,Pizza Hut,14.701343330378776,121.03530459429363,Pizza Place,Fast Food
5337,Bagbag,14.6984905,121.03277658304634,Dunkin',14.70152605392208,121.0347617666477,Donut Shop,Cafe/Tea/Dessert
5338,Bagbag,14.6984905,121.03277658304634,Jollibee,14.695573070530026,121.03110513136836,Fast Food Restaurant,Fast Food
5339,Bagbag,14.6984905,121.03277658304634,Chowking,14.701193243990907,121.03485345840456,Chinese Restaurant,Restaurant
5340,Bagbag,14.6984905,121.03277658304634,Nova Cafe,14.697946824466422,121.03335914125992,Bar,Night Life
5341,Bagbag,14.6984905,121.03277658304634,Tapsilog Avenue,14.699197868956269,121.03399307729684,Fast Food Restaurant,Fast Food
5342,Bagbag,14.6984905,121.03277658304634,Lugaw Republic,14.700499885395114,121.03265615003416,Soup Place,Restaurant
5343,Bagbag,14.6984905,121.03277658304634,Fresenda Salon And Spa,14.696497,121.03238700000001,Salon / Barbershop,"Cosmetics, Clothes, Beauty and Health Services"
5344,Bagbag,14.6984905,121.03277658304634,Mightee Mart,14.700420000000001,121.03473000000001,Convenience Store,Convenience Stores and Food Essentials
5345,Bagbag,14.6984905,121.03277658304634,Sexy Pig,14.701888308006618,121.0327009445008,Snack Place,Fast Food
5346,Bagbag,14.6984905,121.03277658304634,MDC,14.701156793609009,121.03523740403769,Pharmacy,Convenience Stores and Food Essentials
5347,Bagbag,14.6984905,121.03277658304634,Mercury Drug San Bartolome,14.702147289833345,121.03169306497813,Pharmacy,Convenience Stores and Food Essentials
5348,Bagbag,14.6984905,121.03277658304634,I Love Milktea,14.700976999999998,121.03583200000001,Bubble Tea Shop,Cafe/Tea/Dessert
5349,Bagbag,14.6984905,121.03277658304634,Jollibee,14.70170485960019,121.03523870966455,Fast Food Restaurant,Fast Food
5350,Bagbag,14.6984905,121.03277658304634,Auroraville Resort,14.702781437056416,121.03166786785148,Pool,Tourist Destination
5351,San Bartolome,14.705775599999999,121.0285144,McDonald's,14.703597789594538,121.02792464084771,Fast Food Restaurant,Fast Food
5352,San Bartolome,14.705775599999999,121.0285144,Golden Pyramid Pavilion & Resort,14.70812009545218,121.02687329899256,Pool,Tourist Destination
5353,San Bartolome,14.705775599999999,121.0285144,Golden pyramid resort,14.707886860756677,121.02690552228155,Pool,Tourist Destination
5354,San Bartolome,14.705775599999999,121.0285144,Odelco Venue/ Resort,14.708428382873535,121.03117370605469,Bakery,Convenience Stores and Food Essentials
5355,San Bartolome,14.705775599999999,121.0285144,Dauriken Private Pool,14.709418,121.030625,Pool,Tourist Destination
5356,Sauyo,14.6976111,121.05258799999999,McDonald's,14.69360419153423,121.05058380567922,Fast Food Restaurant,Fast Food
5357,Sauyo,14.6976111,121.05258799999999,Greenview Executive Village Clubhouse,14.69737569959373,121.05657962476631,Athletics & Sports,Sports & Fitness
5358,Sauyo,14.6976111,121.05258799999999,Bouquet and Bunches,14.696789426241347,121.05662441033968,Flower Shop,"Gadgets, Hardware, Toys, etc."
5359,Talipapa,14.6862073,121.02497179999999,Mercury Drug,14.686664000000002,121.02455900000001,Pharmacy,Convenience Stores and Food Essentials
5360,Talipapa,14.6862073,121.02497179999999,7-Eleven,14.689392418549097,121.02419529698038,Convenience Store,Convenience Stores and Food Essentials
5361,Talipapa,14.6862073,121.02497179999999,Ever Supermarket Talipapa,14.686054597962029,121.02411690110505,Grocery Store,Convenience Stores and Food Essentials
5362,Talipapa,14.6862073,121.02497179999999,McDonald's,14.6864151582671,121.02439486790813,Fast Food Restaurant,Fast Food
5363,Talipapa,14.6862073,121.02497179999999,Burger Machine,14.690105655184214,121.02617197557078,Burger Joint,Fast Food
5364,Tandang Sora,14.6796761,121.03806609999998,Dunkin' Donuts,14.6773108622534,121.0344591141786,Donut Shop,Cafe/Tea/Dessert
5365,Tandang Sora,14.6796761,121.03806609999998,Dexter Pizza,14.676684914566511,121.03976146433297,Pizza Place,Fast Food
5366,Capri,14.7171043,121.02862179999998,DOTr-MRT 3 Depot,14.716629045355056,121.0279414394333,Light Rail Station,Vehicle/Transport Related
5367,Capri,14.7171043,121.02862179999998,Banahaw Heals Spa,14.71904224111577,121.03046680020563,Spa,"Cosmetics, Clothes, Beauty and Health Services"
5368,Capri,14.7171043,121.02862179999998,Northwind Development Park,14.714910893031735,121.0311835226819,Basketball Court,Sports & Fitness
5369,Gulod,14.7124715,121.0391993,Dairy Queen,14.708103541737412,121.03810415501549,Ice Cream Shop,Cafe/Tea/Dessert
5370,Gulod,14.7124715,121.0391993,Mercury Drug,14.708857522682955,121.0404998952088,Pharmacy,Convenience Stores and Food Essentials
5371,Gulod,14.7124715,121.0391993,7-Eleven,14.70886234956563,121.04051042628366,Convenience Store,Convenience Stores and Food Essentials
5372,Gulod,14.7124715,121.0391993,Janet's pares House,14.708886625722934,121.04053400061726,Diner,Restaurant
5373,Gulod,14.7124715,121.0391993,Dunkin',14.70818186983428,121.03844569697505,Donut Shop,Cafe/Tea/Dessert
5374,Gulod,14.7124715,121.0391993,Goldilocks,14.708866854496307,121.04051122755884,Bakery,Convenience Stores and Food Essentials
5375,Gulod,14.7124715,121.0391993,Pizza Hut,14.708065189051581,121.03827212654323,Pizza Place,Fast Food
5376,Gulod,14.7124715,121.0391993,Mint,14.708787140843409,121.04011419952411,Men's Store,"Cosmetics, Clothes, Beauty and Health Services"
5377,San Agustin,14.730304,121.03608529999998,Shell,14.73113891,121.03628257,Gas Station,Vehicle/Transport Related
5378,San Agustin,14.730304,121.03608529999998,Garmas,14.731190092553902,121.03596977575958,Boutique,"Cosmetics, Clothes, Beauty and Health Services"
5379,San Agustin,14.730304,121.03608529999998,MJ Land Resort,14.730183238184422,121.03877645465904,Pool,Tourist Destination
5380,San Agustin,14.730304,121.03608529999998,Bibingkinitan,14.732991806251734,121.03257775967748,Food Truck,Fast Food
5381,Santa Lucia,14.5987138,121.03507855118148,Scuba Studio,14.600606788092414,121.03610997758163,Dive Shop,Sports & Fitness
5382,Santa Lucia,14.5987138,121.03507855118148,ToriTori Tushiyaki Snack Bar,14.597074843669882,121.03765716818458,Japanese Restaurant,Restaurant
5383,Santa Lucia,14.5987138,121.03507855118148,Eat Fresh Hong Kong Famous Street Food,14.599503483895653,121.03793693771016,Chinese Restaurant,Restaurant
5384,Santa Lucia,14.5987138,121.03507855118148,Onelife Studio,14.598531537777186,121.03822841475656,Yoga Studio,Sports & Fitness
5385,Santa Lucia,14.5987138,121.03507855118148,Little Store,14.599120147815967,121.03804897198513,Food & Drink Shop,Restaurant
5386,Santa Lucia,14.5987138,121.03507855118148,Café Sansó,14.597978317641278,121.03678452680815,Paella Restaurant,Restaurant
5387,Santa Lucia,14.5987138,121.03507855118148,Diao Eng Chay (DEC),14.597367103568152,121.03827895168199,Convenience Store,Convenience Stores and Food Essentials
5388,Santa Lucia,14.5987138,121.03507855118148,Nathaniel's,14.597746080830406,121.03770148386472,Dessert Shop,Cafe/Tea/Dessert
5389,Santa Lucia,14.5987138,121.03507855118148,Beyond Yoga,14.597652584770474,121.03769097038807,Yoga Studio,Sports & Fitness
5390,Santa Lucia,14.5987138,121.03507855118148,Säntis Delicatessen,14.59721667362446,121.03797766530407,Deli / Bodega,Convenience Stores and Food Essentials
5391,Santa Lucia,14.5987138,121.03507855118148,Serenitea,14.598374056459761,121.03828912049472,Bubble Tea Shop,Cafe/Tea/Dessert
5392,Santa Lucia,14.5987138,121.03507855118148,Mann Hann,14.600588121482687,121.03802750343435,Chinese Restaurant,Restaurant
5393,Santa Lucia,14.5987138,121.03507855118148,Kanzhū Hand-Pulled Noodles,14.598440931811108,121.03824269393142,Chinese Restaurant,Restaurant
5394,Santa Lucia,14.5987138,121.03507855118148,Thirsty Barber,14.597050011511413,121.03811502456665,Bar,Night Life
5395,Santa Lucia,14.5987138,121.03507855118148,King Crab,14.598529749312704,121.03741299508295,Chinese Restaurant,Restaurant
5396,Santa Lucia,14.5987138,121.03507855118148,Phở Hòa,14.597481159737336,121.03847473972559,Vietnamese Restaurant,Restaurant
5397,Santa Lucia,14.5987138,121.03507855118148,TeaTap Cafe,14.597242999999999,121.037752,Tea Room,Cafe/Tea/Dessert
5398,Santa Lucia,14.5987138,121.03507855118148,Mala Tang Hotpot Kitchen,14.59697473813957,121.03914231061935,Chinese Restaurant,Restaurant
5399,Santa Lucia,14.5987138,121.03507855118148,Sharetea,14.5970556848721,121.03780180168188,Bubble Tea Shop,Cafe/Tea/Dessert
5400,Santa Lucia,14.5987138,121.03507855118148,Moksha Resto & Bar,14.597733010619027,121.03847027275059,Bar,Night Life
5401,Santa Lucia,14.5987138,121.03507855118148,Sodam Korean Grill,14.598691615452445,121.0381872301377,Korean Restaurant,Restaurant
5402,Santa Lucia,14.5987138,121.03507855118148,Samgyupsalamat,14.597771753858217,121.03763335334688,Korean Restaurant,Restaurant
5403,Santa Lucia,14.5987138,121.03507855118148,Behrouz Persian Cuisine,14.597445423241293,121.03942933171496,Mediterranean Restaurant,Restaurant
5404,Santa Lucia,14.5987138,121.03507855118148,Blanca De China Lifestyle Spa,14.602929672133167,121.03351844059574,Nail Salon,"Cosmetics, Clothes, Beauty and Health Services"
5405,Santa Lucia,14.5987138,121.03507855118148,Pegi Waffles,14.597789912945347,121.03767991577858,Café,Cafe/Tea/Dessert
5406,Santa Lucia,14.5987138,121.03507855118148,Tung Lo Wan's Food Express,14.597239724808947,121.038016989211,Chinese Restaurant,Restaurant
5407,Santa Lucia,14.5987138,121.03507855118148,North Park Noodles,14.59832964448942,121.03755688533613,Chinese Restaurant,Restaurant
5408,Santa Lucia,14.5987138,121.03507855118148,Hot Box Kitchen,14.597102304896755,121.03772719016293,American Restaurant,Restaurant
5409,Santa Lucia,14.5987138,121.03507855118148,Rustan's Supermarket Fresh,14.597717636778928,121.0376529916283,Supermarket,Convenience Stores and Food Essentials
5410,Santa Lucia,14.5987138,121.03507855118148,Whole Pet Kitchen: Pet Deli & Bark-ery,14.596060295024285,121.0384741181732,Pet Café,Cafe/Tea/Dessert
5411,Santa Lucia,14.5987138,121.03507855118148,Ahavia Lounge Spa,14.594848350350164,121.0355010765166,Spa,"Cosmetics, Clothes, Beauty and Health Services"
5412,Santa Lucia,14.5987138,121.03507855118148,Calderón,14.598661850993393,121.03841118231169,Tapas Restaurant,Restaurant
5413,Santa Lucia,14.5987138,121.03507855118148,House of Lasagna,14.598317025151939,121.03831353398684,Italian Restaurant,Restaurant
5414,Santa Lucia,14.5987138,121.03507855118148,Tea Monkey (Tamayaki and Tea),14.597706924548511,121.03850798344912,Café,Cafe/Tea/Dessert
5415,Santa Lucia,14.5987138,121.03507855118148,Little White Cottage,14.598785718555904,121.0311331282719,Vegetarian / Vegan Restaurant,Restaurant
5416,Santa Lucia,14.5987138,121.03507855118148,Jollibee,14.597207000000001,121.039422,Fast Food Restaurant,Fast Food
5417,Santa Lucia,14.5987138,121.03507855118148,Tibagan Open Court,14.599510999999998,121.03125110329032,Basketball Court,Sports & Fitness
5418,Santa Lucia,14.5987138,121.03507855118148,7-Eleven Santolan Road,14.603098884554106,121.03491265060636,Convenience Store,Convenience Stores and Food Essentials
5419,Santa Monica,14.722149499999999,121.04169479999999,Janet's Restaurant,14.721871147651546,121.03755342430843,Filipino Restaurant,Restaurant
5420,Santa Monica,14.722149499999999,121.04169479999999,7-Eleven,14.72352820583045,121.04172669011038,Convenience Store,Convenience Stores and Food Essentials
5421,Santa Monica,14.722149499999999,121.04169479999999,Jollibee,14.721985959020033,121.04092542430868,Fast Food Restaurant,Fast Food
5422,Santa Monica,14.722149499999999,121.04169479999999,Chowking,14.721019118822285,121.04191738147937,Chinese Restaurant,Restaurant
5423,Santa Monica,14.722149499999999,121.04169479999999,SB Plaza,14.720943021546296,121.03886002526652,Park,Tourist Destination
5424,Santa Monica,14.722149499999999,121.04169479999999,McDonald's,14.718085079717925,121.04076050196869,Fast Food Restaurant,Fast Food
5425,Santa Monica,14.722149499999999,121.04169479999999,McDonald's,14.721811706965868,121.04070002189268,Fast Food Restaurant,Fast Food
5426,Santa Monica,14.722149499999999,121.04169479999999,Puregold,14.724168042133654,121.03869438171387,Grocery Store,Convenience Stores and Food Essentials
5427,Santa Monica,14.722149499999999,121.04169479999999,VV Homes Park,14.72341023674496,121.04574954583204,Park,Tourist Destination
5428,Santa Monica,14.722149499999999,121.04169479999999,Julie's Bakeshop,14.718078382330575,121.04076236008663,Bakery,Convenience Stores and Food Essentials
5429,Fairview,14.714673800000002,121.0613005376295,Tapsi ni Vivian at Bulaluhan,14.713414603506818,121.05896248578895,Filipino Restaurant,Restaurant
5430,Fairview,14.714673800000002,121.0613005376295,ROX Bar & Restaurant,14.713534590894911,121.05880132533369,Bar,Night Life
5431,Fairview,14.714673800000002,121.0613005376295,North Fairview Basketball Court,14.714138795969331,121.06344044910291,Basketball Court,Sports & Fitness
5432,Fairview,14.714673800000002,121.0613005376295,Enzo's Pancit Cabagan,14.714143293028052,121.0634405387615,Restaurant,Restaurant
5433,Pasong Putik,14.7366638,121.0620426,Café Mary Grace,14.736818153345293,121.06044955891092,Café,Cafe/Tea/Dessert
5434,Pasong Putik,14.7366638,121.0620426,Icebergs,14.734518965314813,121.06066532461028,Ice Cream Shop,Cafe/Tea/Dessert
5435,Pasong Putik,14.7366638,121.0620426,Fairview Terraces Cinemas,14.737135569173073,121.05958313447144,Movie Theater,Entertainment
5436,Pasong Putik,14.7366638,121.0620426,Fairview Terraces,14.73625,121.060002,Shopping Mall,"Gadgets, Hardware, Toys, etc."
5437,Pasong Putik,14.7366638,121.0620426,Starbucks,14.735774587708931,121.06022073566187,Coffee Shop,Cafe/Tea/Dessert
5438,Pasong Putik,14.7366638,121.0620426,Banapple Pies & Cheesecakes Wellworth,14.736197088563047,121.06020324843149,Dessert Shop,Cafe/Tea/Dessert
5439,Pasong Putik,14.7366638,121.0620426,Manam Comfort Filipino,14.736181442651805,121.06022069712105,Filipino Restaurant,Restaurant
5440,Pasong Putik,14.7366638,121.0620426,Crisostomo,14.736389500558019,121.06018652542757,Filipino Restaurant,Restaurant
5441,Pasong Putik,14.7366638,121.0620426,T.G.I. Friday's,14.73642982483986,121.06013103674223,American Restaurant,Restaurant
5442,Pasong Putik,14.7366638,121.0620426,Banapple Pies & Cheesecakes,14.7361895934556,121.06019812093923,Bakery,Convenience Stores and Food Essentials
5443,Pasong Putik,14.7366638,121.0620426,Café Mary Grace,14.734690865100017,121.06042712453699,Café,Cafe/Tea/Dessert
5444,Pasong Putik,14.7366638,121.0620426,S&R New York Style Pizza,14.736676516334212,121.05917716046508,Pizza Place,Fast Food
5445,Pasong Putik,14.7366638,121.0620426,The Coffee Bean & Tea Leaf,14.73648711702714,121.06015077602864,Café,Cafe/Tea/Dessert
5446,Pasong Putik,14.7366638,121.0620426,Buffalo's Wings N' Things,14.736187187010618,121.06010862197873,Wings Joint,Fast Food
5447,Pasong Putik,14.7366638,121.0620426,Starbucks,14.734756226044107,121.05951673388958,Coffee Shop,Cafe/Tea/Dessert
5448,Pasong Putik,14.7366638,121.0620426,Cinema 6 Ayala Fairview Terraces,14.73708356025281,121.05977109688557,Multiplex,Entertainment
5449,Pasong Putik,14.7366638,121.0620426,BonChon Chicken,14.736141247144019,121.06019442001768,Fast Food Restaurant,Fast Food
5450,Pasong Putik,14.7366638,121.0620426,Wendy's,14.736997266944742,121.05932534473877,American Restaurant,Restaurant
5451,Pasong Putik,14.7366638,121.0620426,Beauty & Butter,14.737182898427935,121.05998504861618,Spa,"Cosmetics, Clothes, Beauty and Health Services"
5452,Pasong Putik,14.7366638,121.0620426,Country Style,14.734212270286351,121.05998039245605,Donut Shop,Cafe/Tea/Dessert
5453,Pasong Putik,14.7366638,121.0620426,McDonald's,14.73453954207215,121.05961970808785,Fast Food Restaurant,Fast Food
5454,Pasong Putik,14.7366638,121.0620426,FamilyMart,14.735714682685135,121.05924433736851,Convenience Store,Convenience Stores and Food Essentials
5455,Pasong Putik,14.7366638,121.0620426,BubbaTeaLicious Pearl Milk Tea Place,14.734447358533762,121.06025758444531,Tea Room,Cafe/Tea/Dessert
5456,Pasong Putik,14.7366638,121.0620426,Big Better Burgers,14.73451967643722,121.059231934433,Burger Joint,Fast Food
5457,Pasong Putik,14.7366638,121.0620426,Gold's Gym,14.737321457553561,121.05938171857723,Gym / Fitness Center,Sports & Fitness
5458,Pasong Putik,14.7366638,121.0620426,Tokyo Tokyo,14.73464841128627,121.06063892524492,Japanese Restaurant,Restaurant
5459,Pasong Putik,14.7366638,121.0620426,Il Padrino Coffee,14.736266193934808,121.05918837584295,Coffee Shop,Cafe/Tea/Dessert
5460,Pasong Putik,14.7366638,121.0620426,BonChon Chicken,14.734625414201233,121.05941584547527,Fried Chicken Joint,Fast Food
5461,Pasong Putik,14.7366638,121.0620426,Forever 21,14.733846340580897,121.0584438101625,Clothing Store,"Cosmetics, Clothes, Beauty and Health Services"
5462,Pasong Putik,14.7366638,121.0620426,Krispy Kreme,14.734560589204026,121.0607088855986,Donut Shop,Cafe/Tea/Dessert
5463,Pasong Putik,14.7366638,121.0620426,J.CO Donuts & Coffee,14.7334036802717,121.06013555573816,Donut Shop,Cafe/Tea/Dessert
5464,Pasong Putik,14.7366638,121.0620426,The SM Store,14.733719408321528,121.05947613716124,Department Store,"Gadgets, Hardware, Toys, etc."
5465,Pasong Putik,14.7366638,121.0620426,KFC,14.734509047178431,121.0592159810948,Fast Food Restaurant,Fast Food
5466,Pasong Putik,14.7366638,121.0620426,The Coffee Bean & Tea Leaf,14.733422000000001,121.06017,Coffee Shop,Cafe/Tea/Dessert
5467,Pasong Putik,14.7366638,121.0620426,Penshoppe,14.73443280206458,121.05811352116166,Clothing Store,"Cosmetics, Clothes, Beauty and Health Services"
5468,Pasong Putik,14.7366638,121.0620426,Booksale,14.733391498755159,121.06013679074923,Bookstore,"Gadgets, Hardware, Toys, etc."
5469,Pasong Putik,14.7366638,121.0620426,Fitness First,14.733406055312386,121.06021796761806,Gym / Fitness Center,Sports & Fitness
5470,Pasong Putik,14.7366638,121.0620426,GX Main Studio,14.7333459813255,121.06017129678095,Dance Studio,Sports & Fitness
5471,Bagong Silangan,14.71662985,121.11839644264084,"Wawa Dam, Montalban Rizal",14.720057899908836,121.1200408139324,Rock Climbing Spot,Sports & Fitness
5472,Matandang Balara,14.6662387,121.0817814,FamilyMart,14.66531373199792,121.0812065787655,Convenience Store,Convenience Stores and Food Essentials
5473,Matandang Balara,14.6662387,121.0817814,Celebrity Club Poolside,14.666326773845242,121.07943674427936,Pool,Tourist Destination
5474,Matandang Balara,14.6662387,121.0817814,sip & gogh,14.663425393955624,121.08418844473805,Art Gallery,Art/Culture/Museum
5475,Matandang Balara,14.6662387,121.0817814,Celebrity Sports Club,14.666369474965006,121.07942578520979,Sports Club,Sports & Fitness
5476,Matandang Balara,14.6662387,121.0817814,Capitol Green Street,14.66351948329844,121.08418752737144,Food & Drink Shop,Restaurant
5477,Matandang Balara,14.6662387,121.0817814,Capitol Hills Golf & Country Club,14.663527077815516,121.08417551747928,Golf Course,Sports & Fitness
5478,Matandang Balara,14.6662387,121.0817814,Celebrity Sports Gym,14.666370597140975,121.0794118723612,Gym,Sports & Fitness
